,Date,Rainfall_Terni,Flow_Rate_Lupa
111,2009-04-22,2.79,
112,2009-04-23,2.79,
113,2009-04-24,2.79,
114,2009-04-25,2.79,
115,2009-04-26,2.79,
116,2009-04-27,2.79,
117,2009-04-28,2.79,
118,2009-04-29,2.79,
119,2009-04-30,2.79,
120,2009-05-01,1.139,
121,2009-05-02,1.139,
122,2009-05-03,1.139,
123,2009-05-04,1.139,
124,2009-05-05,1.139,
125,2009-05-06,1.139,
126,2009-05-07,1.139,
127,2009-05-08,1.139,
128,2009-05-09,1.139,
129,2009-05-10,1.139,
130,2009-05-11,1.139,
131,2009-05-12,1.139,
132,2009-05-13,1.139,
133,2009-05-14,1.139,
134,2009-05-15,1.139,
135,2009-05-16,1.139,
136,2009-05-17,1.139,
137,2009-05-18,1.139,
138,2009-05-19,1.139,
139,2009-05-20,1.139,
140,2009-05-21,1.139,
141,2009-05-22,1.139,
142,2009-05-23,1.139,
143,2009-05-24,1.139,
144,2009-05-25,1.139,
145,2009-05-26,1.139,
146,2009-05-27,1.139,
147,2009-05-28,1.139,
148,2009-05-29,1.139,
149,2009-05-30,1.139,
150,2009-05-31,1.139,
151,2009-06-01,3.062,
152,2009-06-02,3.062,
153,2009-06-03,3.062,
154,2009-06-04,3.062,
155,2009-06-05,3.062,
156,2009-06-06,3.062,
157,2009-06-07,3.062,
158,2009-06-08,3.062,
159,2009-06-09,3.062,
160,2009-06-10,3.062,
161,2009-06-11,3.062,
162,2009-06-12,3.062,
163,2009-06-13,3.062,
164,2009-06-14,3.062,
165,2009-06-15,3.062,
166,2009-06-16,3.062,
167,2009-06-17,3.062,
168,2009-06-18,3.062,
169,2009-06-19,3.062,
170,2009-06-20,3.062,
171,2009-06-21,3.062,
172,2009-06-22,3.062,
173,2009-06-23,3.062,
174,2009-06-24,3.062,
175,2009-06-25,3.062,
176,2009-06-26,3.062,
177,2009-06-27,3.062,
178,2009-06-28,3.062,
179,2009-06-29,3.062,
180,2009-06-30,3.062,
181,2009-07-01,1.276,
182,2009-07-02,1.276,
183,2009-07-03,1.276,
184,2009-07-04,1.276,
185,2009-07-05,1.276,
186,2009-07-06,1.276,
187,2009-07-07,1.276,
188,2009-07-08,1.276,
189,2009-07-09,1.276,
190,2009-07-10,1.276,
191,2009-07-11,1.276,
192,2009-07-12,1.276,-130.35
193,2009-07-13,1.276,-129.62
194,2009-07-14,1.276,-128.9
195,2009-07-15,1.276,-128.23
196,2009-07-16,1.276,-127.51
197,2009-07-17,1.276,-126.75
198,2009-07-18,1.276,-125.65
199,2009-07-19,1.276,-124.86
200,2009-07-20,1.276,-124.47
201,2009-07-21,1.276,-123.8
202,2009-07-22,1.276,-123.12
203,2009-07-23,1.276,-122.42
204,2009-07-24,1.276,-121.83
205,2009-07-25,1.276,-121.13
206,2009-07-26,1.276,-120.47
207,2009-07-27,1.276,-119.98
208,2009-07-28,1.276,-119.35
209,2009-07-29,1.276,-118.77
210,2009-07-30,1.276,-118.39
211,2009-07-31,1.276,-117.86
212,2009-08-01,0.95,-117.19
213,2009-08-02,0.95,-116.51
214,2009-08-03,0.95,-116.11
215,2009-08-04,0.95,-115.68
216,2009-08-05,0.95,-115.22
217,2009-08-06,0.95,-114.8
218,2009-08-07,0.95,-114.36
219,2009-08-08,0.95,-113.77
220,2009-08-09,0.95,-112.92
221,2009-08-10,0.95,-112.36
222,2009-08-11,0.95,-111.77
223,2009-08-12,0.95,-111.25
224,2009-08-13,0.95,-110.64
225,2009-08-14,0.95,-110.1
226,2009-08-15,0.95,-109.46
227,2009-08-16,0.95,-108.71
228,2009-08-17,0.95,-107.88
229,2009-08-18,0.95,-107.23
230,2009-08-19,0.95,-106.7
231,2009-08-20,0.95,-106.23
232,2009-08-21,0.95,-105.56
233,2009-08-22,0.95,-104.88
234,2009-08-23,0.95,-104.0
235,2009-08-24,0.95,-103.4
236,2009-08-25,0.95,-102.87
237,2009-08-26,0.95,
238,2009-08-27,0.95,-101.85
239,2009-08-28,0.95,-101.28
240,2009-08-29,0.95,-100.72
241,2009-08-30,0.95,-100.16
242,2009-08-31,0.95,-99.62
243,2009-09-01,3.57,-99.14
244,2009-09-02,3.57,-98.7
245,2009-09-03,3.57,-98.18
246,2009-09-04,3.57,-97.78
247,2009-09-05,3.57,-97.08
248,2009-09-06,3.57,-96.35
249,2009-09-07,3.57,-96.17
250,2009-09-08,3.57,-95.81
251,2009-09-09,3.57,-95.43
252,2009-09-10,3.57,-95.1
253,2009-09-11,3.57,-94.68
254,2009-09-12,3.57,-94.12
255,2009-09-13,3.57,-93.47
256,2009-09-14,3.57,-93.25
257,2009-09-15,3.57,-92.9
258,2009-09-16,3.57,-92.81
259,2009-09-17,3.57,-92.68
260,2009-09-18,3.57,-92.27
261,2009-09-19,3.57,-91.81
262,2009-09-20,3.57,-91.25
263,2009-09-21,3.57,-90.81
264,2009-09-22,3.57,-90.66
265,2009-09-23,3.57,-90.23
266,2009-09-24,3.57,-89.8
267,2009-09-25,3.57,-89.33
268,2009-09-26,3.57,-88.59
269,2009-09-27,3.57,-88.07
270,2009-09-28,3.57,-87.86
271,2009-09-29,3.57,-87.42
272,2009-09-30,3.57,-86.99
273,2009-10-01,2.562,-86.53
274,2009-10-02,2.562,-86.12
275,2009-10-03,2.562,-85.54
276,2009-10-04,2.562,-85.02
277,2009-10-05,2.562,-84.83
278,2009-10-06,2.562,-84.47
279,2009-10-07,2.562,-84.05
280,2009-10-08,2.562,-83.63
281,2009-10-09,2.562,-83.22
282,2009-10-10,2.562,-82.13
283,2009-10-11,2.562,-82.19
284,2009-10-12,2.562,-81.5
285,2009-10-13,2.562,-81.57
286,2009-10-14,2.562,-81.43
287,2009-10-15,2.562,-81.33
288,2009-10-16,2.562,-81.25
289,2009-10-17,2.562,-80.88
290,2009-10-18,2.562,-80.42
291,2009-10-19,2.562,-80.13
292,2009-10-20,2.562,-79.83
293,2009-10-21,2.562,-79.4
294,2009-10-22,2.562,-78.43
295,2009-10-23,2.562,
296,2009-10-24,2.562,
297,2009-10-25,2.562,
298,2009-10-26,2.562,
299,2009-10-27,2.562,
300,2009-10-28,2.562,
301,2009-10-29,2.562,
302,2009-10-30,2.562,
303,2009-10-31,2.562,
304,2009-11-01,4.057,
305,2009-11-02,4.057,
306,2009-11-03,4.057,
307,2009-11-04,4.057,
308,2009-11-05,4.057,
309,2009-11-06,4.057,
310,2009-11-07,4.057,
311,2009-11-08,4.057,
312,2009-11-09,4.057,
313,2009-11-10,4.057,
314,2009-11-11,4.057,
315,2009-11-12,4.057,
316,2009-11-13,4.057,
317,2009-11-14,4.057,
318,2009-11-15,4.057,
319,2009-11-16,4.057,
320,2009-11-17,4.057,
321,2009-11-18,4.057,
322,2009-11-19,4.057,
323,2009-11-20,4.057,
324,2009-11-21,4.057,
325,2009-11-22,4.057,
326,2009-11-23,4.057,
327,2009-11-24,4.057,
328,2009-11-25,4.057,
329,2009-11-26,4.057,
330,2009-11-27,4.057,
331,2009-11-28,4.057,
332,2009-11-29,4.057,
333,2009-11-30,4.057,
334,2009-12-01,5.308,
335,2009-12-02,5.308,
336,2009-12-03,5.308,
337,2009-12-04,5.308,
338,2009-12-05,5.308,
339,2009-12-06,5.308,
340,2009-12-07,5.308,
341,2009-12-08,5.308,
342,2009-12-09,5.308,
343,2009-12-10,5.308,
344,2009-12-11,5.308,
345,2009-12-12,5.308,
346,2009-12-13,5.308,
347,2009-12-14,5.308,
348,2009-12-15,5.308,
349,2009-12-16,5.308,
350,2009-12-17,5.308,
351,2009-12-18,5.308,
352,2009-12-19,5.308,
353,2009-12-20,5.308,
354,2009-12-21,5.308,
355,2009-12-22,5.308,
356,2009-12-23,5.308,
357,2009-12-24,5.308,
358,2009-12-25,5.308,
359,2009-12-26,5.308,
360,2009-12-27,5.308,
361,2009-12-28,5.308,
362,2009-12-29,5.308,
363,2009-12-30,5.308,
364,2009-12-31,5.308,
365,2010-01-01,3.273,
366,2010-01-02,3.273,
367,2010-01-03,3.273,
368,2010-01-04,3.273,
369,2010-01-05,3.273,
370,2010-01-06,3.273,
371,2010-01-07,3.273,
372,2010-01-08,3.273,
373,2010-01-09,3.273,
374,2010-01-10,3.273,
375,2010-01-11,3.273,
376,2010-01-12,3.273,
377,2010-01-13,3.273,
378,2010-01-14,3.273,
379,2010-01-15,3.273,
380,2010-01-16,3.273,
381,2010-01-17,3.273,
382,2010-01-18,3.273,
383,2010-01-19,3.273,
384,2010-01-20,3.273,
385,2010-01-21,3.273,
386,2010-01-22,3.273,
387,2010-01-23,3.273,
388,2010-01-24,3.273,
389,2010-01-25,3.273,
390,2010-01-26,3.273,
391,2010-01-27,3.273,
392,2010-01-28,3.273,
393,2010-01-29,3.273,
394,2010-01-30,3.273,
395,2010-01-31,3.273,
396,2010-02-01,3.739,
397,2010-02-02,3.739,
398,2010-02-03,3.739,
399,2010-02-04,3.739,
400,2010-02-05,3.739,
401,2010-02-06,3.739,
402,2010-02-07,3.739,
403,2010-02-08,3.739,
404,2010-02-09,3.739,
405,2010-02-10,3.739,
406,2010-02-11,3.739,
407,2010-02-12,3.739,
408,2010-02-13,3.739,
409,2010-02-14,3.739,
410,2010-02-15,3.739,
411,2010-02-16,3.739,
412,2010-02-17,3.739,
413,2010-02-18,3.739,
414,2010-02-19,3.739,
415,2010-02-20,3.739,
416,2010-02-21,3.739,
417,2010-02-22,3.739,
418,2010-02-23,3.739,
419,2010-02-24,3.739,
420,2010-02-25,3.739,
421,2010-02-26,3.739,
422,2010-02-27,3.739,
423,2010-02-28,3.739,
424,2010-03-01,2.508,
425,2010-03-02,2.508,
426,2010-03-03,2.508,-78.3
427,2010-03-04,2.508,-78.31
428,2010-03-05,2.508,-78.32
429,2010-03-06,2.508,-78.33
430,2010-03-07,2.508,-78.34
431,2010-03-08,2.508,-78.35
432,2010-03-09,2.508,-78.36
433,2010-03-10,2.508,-78.37
434,2010-03-11,2.508,-78.38
435,2010-03-12,2.508,-78.39
436,2010-03-13,2.508,-78.4
437,2010-03-14,2.508,-78.41
438,2010-03-15,2.508,-78.42
439,2010-03-16,2.508,-78.43
440,2010-03-17,2.508,-78.44
441,2010-03-18,2.508,-78.45
442,2010-03-19,2.508,-78.46
443,2010-03-20,2.508,-78.47
444,2010-03-21,2.508,-78.48
445,2010-03-22,2.508,-78.49
446,2010-03-23,2.508,-78.5
447,2010-03-24,2.508,-78.51
448,2010-03-25,2.508,-78.52
449,2010-03-26,2.508,-78.55
450,2010-03-27,2.508,-78.56
451,2010-03-28,2.508,-78.57
452,2010-03-29,2.508,-78.58
453,2010-03-30,2.508,-78.59
454,2010-03-31,2.508,-78.6
455,2010-04-01,3.165,-79.11
456,2010-04-02,3.165,-79.12
457,2010-04-03,3.165,-78.61
458,2010-04-04,3.165,-78.62
459,2010-04-05,3.165,-78.63
460,2010-04-06,3.165,-78.64
461,2010-04-07,3.165,-78.65
462,2010-04-08,3.165,-78.66
463,2010-04-09,3.165,-78.67
464,2010-04-10,3.165,-78.68
465,2010-04-11,3.165,-78.69
466,2010-04-12,3.165,-78.7
467,2010-04-13,3.165,-78.71
468,2010-04-14,3.165,-78.72
469,2010-04-15,3.165,-78.73
470,2010-04-16,3.165,-79.24
471,2010-04-17,3.165,-78.75
472,2010-04-18,3.165,-78.76
473,2010-04-19,3.165,-78.77
474,2010-04-20,3.165,-78.78
475,2010-04-21,3.165,-78.79
476,2010-04-22,3.165,-78.8
477,2010-04-23,3.165,-78.81
478,2010-04-24,3.165,-78.82
479,2010-04-25,3.165,-78.83
480,2010-04-26,3.165,-78.84
481,2010-04-27,3.165,-78.85
482,2010-04-28,3.165,-78.86
483,2010-04-29,3.165,-78.87
484,2010-04-30,3.165,-78.88
485,2010-05-01,4.1,-78.89
486,2010-05-02,4.1,-78.9
487,2010-05-03,4.1,-78.91
488,2010-05-04,4.1,-78.92
489,2010-05-05,4.1,-78.93
490,2010-05-06,4.1,-78.94
491,2010-05-07,4.1,-78.95
492,2010-05-08,4.1,-78.96
493,2010-05-09,4.1,-78.97
494,2010-05-10,4.1,-78.98
495,2010-05-11,4.1,-78.99
496,2010-05-12,4.1,-79.0
497,2010-05-13,4.1,-79.01
498,2010-05-14,4.1,-79.02
499,2010-05-15,4.1,
500,2010-05-16,4.1,
501,2010-05-17,4.1,
502,2010-05-18,4.1,
503,2010-05-19,4.1,
504,2010-05-20,4.1,
505,2010-05-21,4.1,
506,2010-05-22,4.1,
507,2010-05-23,4.1,
508,2010-05-24,4.1,
509,2010-05-25,4.1,
510,2010-05-26,4.1,
511,2010-05-27,4.1,
512,2010-05-28,4.1,
513,2010-05-29,4.1,
514,2010-05-30,4.1,
515,2010-05-31,4.1,
516,2010-06-01,1.597,
517,2010-06-02,1.597,
518,2010-06-03,1.597,
519,2010-06-04,1.597,
520,2010-06-05,1.597,
521,2010-06-06,1.597,
522,2010-06-07,1.597,
523,2010-06-08,1.597,
524,2010-06-09,1.597,
525,2010-06-10,1.597,
526,2010-06-11,1.597,
527,2010-06-12,1.597,
528,2010-06-13,1.597,
529,2010-06-14,1.597,
530,2010-06-15,1.597,
531,2010-06-16,1.597,
532,2010-06-17,1.597,
533,2010-06-18,1.597,
534,2010-06-19,1.597,
535,2010-06-20,1.597,
536,2010-06-21,1.597,
537,2010-06-22,1.597,
538,2010-06-23,1.597,
539,2010-06-24,1.597,
540,2010-06-25,1.597,
541,2010-06-26,1.597,
542,2010-06-27,1.597,
543,2010-06-28,1.597,
544,2010-06-29,1.597,
545,2010-06-30,1.597,
546,2010-07-01,1.477,
547,2010-07-02,1.477,
548,2010-07-03,1.477,
549,2010-07-04,1.477,
550,2010-07-05,1.477,
551,2010-07-06,1.477,
552,2010-07-07,1.477,
553,2010-07-08,1.477,
554,2010-07-09,1.477,
555,2010-07-10,1.477,
556,2010-07-11,1.477,
557,2010-07-12,1.477,
558,2010-07-13,1.477,
559,2010-07-14,1.477,
560,2010-07-15,1.477,
561,2010-07-16,1.477,
562,2010-07-17,1.477,
563,2010-07-18,1.477,
564,2010-07-19,1.477,
565,2010-07-20,1.477,
566,2010-07-21,1.477,
567,2010-07-22,1.477,
568,2010-07-23,1.477,
569,2010-07-24,1.477,
570,2010-07-25,1.477,
571,2010-07-26,1.477,
572,2010-07-27,1.477,
573,2010-07-28,1.477,
574,2010-07-29,1.477,
575,2010-07-30,1.477,
576,2010-07-31,1.477,
577,2010-08-01,0.758,
578,2010-08-02,0.758,
579,2010-08-03,0.758,
580,2010-08-04,0.758,
581,2010-08-05,0.758,
582,2010-08-06,0.758,
583,2010-08-07,0.758,
584,2010-08-08,0.758,
585,2010-08-09,0.758,
586,2010-08-10,0.758,
587,2010-08-11,0.758,
588,2010-08-12,0.758,
589,2010-08-13,0.758,
590,2010-08-14,0.758,
591,2010-08-15,0.758,
592,2010-08-16,0.758,
593,2010-08-17,0.758,
594,2010-08-18,0.758,
595,2010-08-19,0.758,
596,2010-08-20,0.758,
597,2010-08-21,0.758,
598,2010-08-22,0.758,
599,2010-08-23,0.758,-79.55
600,2010-08-24,0.758,-79.56
601,2010-08-25,0.758,-79.57
602,2010-08-26,0.758,-79.58
603,2010-08-27,0.758,-79.59
604,2010-08-28,0.758,-79.6
605,2010-08-29,0.758,-79.61
606,2010-08-30,0.758,-79.62
607,2010-08-31,0.758,-79.63
608,2010-09-01,1.41,-79.64
609,2010-09-02,1.41,
610,2010-09-03,1.41,
611,2010-09-04,1.41,-79.65
612,2010-09-05,1.41,-79.66
613,2010-09-06,1.41,-79.67
614,2010-09-07,1.41,-79.68
615,2010-09-08,1.41,-79.69
616,2010-09-09,1.41,-79.7
617,2010-09-10,1.41,-79.71
618,2010-09-11,1.41,-79.72
619,2010-09-12,1.41,-79.73
620,2010-09-13,1.41,-79.74
621,2010-09-14,1.41,-79.75
622,2010-09-15,1.41,-79.76
623,2010-09-16,1.41,-79.77
624,2010-09-17,1.41,-79.78
625,2010-09-18,1.41,-79.79
626,2010-09-19,1.41,-79.8
627,2010-09-20,1.41,-79.81
628,2010-09-21,1.41,-79.82
629,2010-09-22,1.41,-79.83
630,2010-09-23,1.41,-79.84
631,2010-09-24,1.41,-79.85
632,2010-09-25,1.41,-79.86
633,2010-09-26,1.41,-79.87
634,2010-09-27,1.41,-79.88
635,2010-09-28,1.41,-79.89
636,2010-09-29,1.41,-79.9
637,2010-09-30,1.41,-79.91
638,2010-10-01,3.028,-79.92
639,2010-10-02,3.028,-79.93
640,2010-10-03,3.028,-79.94
641,2010-10-04,3.028,-79.95
642,2010-10-05,3.028,-79.96
643,2010-10-06,3.028,-79.97
644,2010-10-07,3.028,-79.98
645,2010-10-08,3.028,-79.99
646,2010-10-09,3.028,-80.0
647,2010-10-10,3.028,-80.01
648,2010-10-11,3.028,-80.02
649,2010-10-12,3.028,-80.05
650,2010-10-13,3.028,-80.06
651,2010-10-14,3.028,-80.07
652,2010-10-15,3.028,-80.08
653,2010-10-16,3.028,-80.09
654,2010-10-17,3.028,-80.1
655,2010-10-18,3.028,-80.11
656,2010-10-19,3.028,-80.12
657,2010-10-20,3.028,-80.13
658,2010-10-21,3.028,-80.14
659,2010-10-22,3.028,-80.15
660,2010-10-23,3.028,-80.16
661,2010-10-24,3.028,
662,2010-10-25,3.028,
663,2010-10-26,3.028,-80.17
664,2010-10-27,3.028,-80.18
665,2010-10-28,3.028,-80.19
666,2010-10-29,3.028,-80.2
667,2010-10-30,3.028,-80.21
668,2010-10-31,3.028,-80.22
669,2010-11-01,,-80.23
670,2010-11-02,,-80.24
671,2010-11-03,,-80.25
672,2010-11-04,,-80.26
673,2010-11-05,,-80.27
674,2010-11-06,,-80.28
675,2010-11-07,,-80.29
676,2010-11-08,,-80.3
677,2010-11-09,,-80.31
678,2010-11-10,,-80.32
679,2010-11-11,,-80.33
680,2010-11-12,,-80.34
681,2010-11-13,,-80.35
682,2010-11-14,,-80.36
683,2010-11-15,,-80.37
684,2010-11-16,,-80.38
685,2010-11-17,,-80.39
686,2010-11-18,,-80.4
687,2010-11-19,,-80.41
688,2010-11-20,,-80.42
689,2010-11-21,,-80.43
690,2010-11-22,,-80.44
691,2010-11-23,,-80.45
692,2010-11-24,,-80.46
693,2010-11-25,,-80.47
694,2010-11-26,,-80.48
695,2010-11-27,,-80.49
696,2010-11-28,,-80.5
697,2010-11-29,,-80.51
698,2010-11-30,,-80.52
699,2010-12-01,3.533,-80.55
700,2010-12-02,3.533,-80.56
701,2010-12-03,3.533,-80.57
702,2010-12-04,3.533,-80.58
703,2010-12-05,3.533,-80.59
704,2010-12-06,3.533,-80.6
705,2010-12-07,3.533,-80.61
706,2010-12-08,3.533,-80.62
707,2010-12-09,3.533,-80.63
708,2010-12-10,3.533,-80.64
709,2010-12-11,3.533,-80.65
710,2010-12-12,3.533,-80.66
711,2010-12-13,3.533,-80.67
712,2010-12-14,3.533,-80.68
713,2010-12-15,3.533,
714,2010-12-16,3.533,
715,2010-12-17,3.533,-80.69
716,2010-12-18,3.533,-80.7
717,2010-12-19,3.533,-80.71
718,2010-12-20,3.533,-80.72
719,2010-12-21,3.533,-80.73
720,2010-12-22,3.533,-80.74
721,2010-12-23,3.533,-80.75
722,2010-12-24,3.533,-80.76
723,2010-12-25,3.533,-80.77
724,2010-12-26,3.533,-80.78
725,2010-12-27,3.533,-80.79
726,2010-12-28,3.533,-80.8
727,2010-12-29,3.533,-80.81
728,2010-12-30,3.533,-80.82
729,2010-12-31,3.533,-80.83
730,2011-01-01,1.713,-80.84
731,2011-01-02,1.713,-80.85
732,2011-01-03,1.713,-80.86
733,2011-01-04,1.713,-80.87
734,2011-01-05,1.713,-80.88
735,2011-01-06,1.713,-80.89
736,2011-01-07,1.713,-80.9
737,2011-01-08,1.713,-80.91
738,2011-01-09,1.713,-80.92
739,2011-01-10,1.713,-80.93
740,2011-01-11,1.713,-80.94
741,2011-01-12,1.713,-80.95
742,2011-01-13,1.713,-80.96
743,2011-01-14,1.713,-80.97
744,2011-01-15,1.713,-80.98
745,2011-01-16,1.713,-80.99
746,2011-01-17,1.713,-81.0
747,2011-01-18,1.713,-81.01
748,2011-01-19,1.713,-81.02
749,2011-01-20,1.713,-81.05
750,2011-01-21,1.713,-81.06
751,2011-01-22,1.713,-81.07
752,2011-01-23,1.713,-81.08
753,2011-01-24,1.713,-81.09
754,2011-01-25,1.713,-81.1
755,2011-01-26,1.713,-81.11
756,2011-01-27,1.713,-81.12
757,2011-01-28,1.713,-81.13
758,2011-01-29,1.713,-81.14
759,2011-01-30,1.713,-81.15
760,2011-01-31,1.713,-81.16
761,2011-02-01,1.716,-81.17
762,2011-02-02,1.716,-81.18
763,2011-02-03,1.716,-81.19
764,2011-02-04,1.716,-81.2
765,2011-02-05,1.716,
766,2011-02-06,1.716,
767,2011-02-07,1.716,-81.21
768,2011-02-08,1.716,-81.22
769,2011-02-09,1.716,-81.23
770,2011-02-10,1.716,-81.24
771,2011-02-11,1.716,-81.25
772,2011-02-12,1.716,-81.26
773,2011-02-13,1.716,-81.27
774,2011-02-14,1.716,-81.28
775,2011-02-15,1.716,-81.29
776,2011-02-16,1.716,-81.3
777,2011-02-17,1.716,-81.31
778,2011-02-18,1.716,-81.32
779,2011-02-19,1.716,-81.33
780,2011-02-20,1.716,-81.34
781,2011-02-21,1.716,-81.35
782,2011-02-22,1.716,-81.36
783,2011-02-23,1.716,-81.37
784,2011-02-24,1.716,-81.38
785,2011-02-25,1.716,-81.39
786,2011-02-26,1.716,-81.4
787,2011-02-27,1.716,-81.41
788,2011-02-28,1.716,-81.42
789,2011-03-01,3.391,-81.43
790,2011-03-02,3.391,-81.44
791,2011-03-03,3.391,-81.45
792,2011-03-04,3.391,-81.46
793,2011-03-05,3.391,-81.47
794,2011-03-06,3.391,-81.48
795,2011-03-07,3.391,-81.49
796,2011-03-08,3.391,-81.5
797,2011-03-09,3.391,-81.51
798,2011-03-10,3.391,-81.52
799,2011-03-11,3.391,-81.55
800,2011-03-12,3.391,-81.56
801,2011-03-13,3.391,-81.57
802,2011-03-14,3.391,-81.58
803,2011-03-15,3.391,-81.59
804,2011-03-16,3.391,-81.6
805,2011-03-17,3.391,-81.61
806,2011-03-18,3.391,-81.62
807,2011-03-19,3.391,-81.63
808,2011-03-20,3.391,-81.64
809,2011-03-21,3.391,-81.65
810,2011-03-22,3.391,-81.66
811,2011-03-23,3.391,-81.67
812,2011-03-24,3.391,-81.68
813,2011-03-25,3.391,-81.69
814,2011-03-26,3.391,-81.7
815,2011-03-27,3.391,-81.71
816,2011-03-28,3.391,-81.72
817,2011-03-29,3.391,
818,2011-03-30,3.391,
819,2011-03-31,3.391,-81.73
820,2011-04-01,1.477,-81.74
821,2011-04-02,1.477,-81.75
822,2011-04-03,1.477,-81.76
823,2011-04-04,1.477,-81.77
824,2011-04-05,1.477,-81.78
825,2011-04-06,1.477,-81.79
826,2011-04-07,1.477,-81.8
827,2011-04-08,1.477,-81.81
828,2011-04-09,1.477,-81.82
829,2011-04-10,1.477,-81.83
830,2011-04-11,1.477,-81.84
831,2011-04-12,1.477,-81.85
832,2011-04-13,1.477,-81.86
833,2011-04-14,1.477,-81.87
834,2011-04-15,1.477,-81.88
835,2011-04-16,1.477,-81.89
836,2011-04-17,1.477,-81.9
837,2011-04-18,1.477,-81.91
838,2011-04-19,1.477,-81.92
839,2011-04-20,1.477,-81.93
840,2011-04-21,1.477,-81.94
841,2011-04-22,1.477,-81.95
842,2011-04-23,1.477,-81.96
843,2011-04-24,1.477,-81.97
844,2011-04-25,1.477,-81.98
845,2011-04-26,1.477,-81.99
846,2011-04-27,1.477,-82.0
847,2011-04-28,1.477,-82.01
848,2011-04-29,1.477,-82.02
849,2011-04-30,1.477,-82.05
850,2011-05-01,1.63,-82.06
851,2011-05-02,1.63,-82.07
852,2011-05-03,1.63,-82.08
853,2011-05-04,1.63,-82.09
854,2011-05-05,1.63,-82.1
855,2011-05-06,1.63,-82.11
856,2011-05-07,1.63,-82.12
857,2011-05-08,1.63,-82.13
858,2011-05-09,1.63,-82.14
859,2011-05-10,1.63,-82.15
860,2011-05-11,1.63,-82.16
861,2011-05-12,1.63,-82.17
862,2011-05-13,1.63,-82.18
863,2011-05-14,1.63,-82.19
864,2011-05-15,1.63,-82.2
865,2011-05-16,1.63,-82.21
866,2011-05-17,1.63,-82.22
867,2011-05-18,1.63,-82.23
868,2011-05-19,1.63,-82.24
869,2011-05-20,1.63,
870,2011-05-21,1.63,
871,2011-05-22,1.63,-82.25
872,2011-05-23,1.63,-82.26
873,2011-05-24,1.63,-82.27
874,2011-05-25,1.63,-82.28
875,2011-05-26,1.63,-82.29
